job_title,company,location,raw_content,job_url,stipend_text,duration_text,stipend_numeric,category,is_remote
Data Science,Unessa Foundation,Work from home,"Data Science|Unessa Foundation|Actively hiring|Work from home|Unpaid|1 Month|Are you passionate about using data to drive social impact? Unessa Foundation is seeking a talented data science intern to join our team in Vadodara. As a data science intern, you will have the opportunity to work on cutting-edge projects that leverage data to make a difference in the world. You will collaborate with our team of data scientists to analyze, visualize, and interpret data in order to inform decision-making and drive strategy.



1. Clean and preprocess data to ensure accuracy and reliability.
2. Develop predictive models and algorithms to extract insights from data.
3. Conduct exploratory data analysis to uncover trends and patterns.
4. Create data visualizations to communicate findings effectively.
5. Collaborate with cross-functional teams to integrate data-driven solutions.
6. Stay current on industry trends and best practices in data science.
7. Present findings and recommendations to stakeholders in a clear and concise manner.

If you are a motivated self-starter with a passion for using data for social good, we want to hear from you! Apply today to join our dynamic team and make a real impact with your skills in data science.|Data Science|1 week ago|Part time",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-unessa-foundation1769680389,Unpaid,1 Month,0.0,Data Science & AI,True
E-Commerce Marketing,The Formularx,Noida,"E-Commerce Marketing|The Formularx|Noida|₹ 10,001 - 15,002 /month|6 Months|1. Conduct competitor analysis and market research to identify trends and opportunities 
2. Create content and contribute to marketing and growth strategies 
3. Analyze and prepare data using analytics and reporting tools 
4. Coordinate and communicate with B2B partners such as Nykaa, Myntra, Amazon, and others 
5. Assist in managing platform requirements, campaigns, and timelines 
6. Handle customer queries and complaints, ensuring timely and empathetic resolution|Data Analytics|Operations|Marketing Strategy|Effective Communication|1 week ago",https://internshala.com/internship/detail/e-commerce-marketing-internship-in-noida-at-the-formularx1769676229,"₹ 10,001 - 15,002",6 Months,12501.5,Marketing & Growth,False
Creative AI & Data,FabAlley,Noida,"Creative AI & Data|FabAlley|Actively hiring|Noida|₹ 5,000 - 5,001 /month|3 Months|1. Generate fashion/ethnic wear images using AI tools (ChatGPT, Gemini, etc.) through well-crafted prompts?
2. Maintain structured records of outputs in MS Excel.
3. Generate multiple variations per design based on guidelines|MS-Excel|ChatGPT|1 week ago",https://internshala.com/internship/detail/creative-ai-data-internship-in-noida-at-faballey1769671469,"₹ 5,000 - 5,001",3 Months,5000.5,Data Science & AI,False
AI Video Editor & Content Creator,Thirdear Ai,Work from home,"AI Video Editor & Content Creator|Thirdear Ai|Actively hiring|Work from home|₹ 10,000 /month|3 Months|1. Produce long-form AI-led videos (5–10+ mins) using HeyGen for avatars and ElevenLabs for consistent voiceovers.
2. Edit long-form narratives in Premiere Pro/CapCut, focusing on pacing, retention, and flow to keep viewers watching.
3. Source and layer relevant B-roll, stock footage, and dynamic text overlays to break up the ""talking head"" visuals.
4. Use AI tools to auto-generate chapters, subtitles, and engaging YouTube thumbnails.
5. Manage larger project files and ensure high-resolution (4K/1080p) export settings suitable for YouTube.|Social Media Marketing|Video Editing|Adobe Premiere Pro|Artificial intelligence|1 week ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-ai-video-editor-content-creator-internship-at-thirdear-ai1769664548,"₹ 10,000",3 Months,10000.0,Data Science & AI,True
Data Science,Accredian,Work from home,"Data Science|Accredian|Actively hiring|Work from home|₹ 10,000 - 15,000 /month|6 Months|As a data science content specialist intern, you will be at the intersection of data science and content creation, helping to communicate complex data insights in an accessible and engaging manner. This role is perfect for someone who has a knack for storytelling with data, enjoys writing, and is eager to gain hands-on experience in both data science and content development.



1. Work with the data science team to understand educational data projects and translate technical findings into clear, engaging content for educators, students, and stakeholders
2. Develop and write a variety of content types, including blog posts, case studies, reading material, educational resources, and social media posts that highlight our data-driven educational initiatives
3. Assist in creating data visualizations and infographics to support and enhance written content
4. Research current trends in data science, AI advancements, and other competitor activities to inform and enrich content creation
5. Collaborate with the marketing team to provide data-driven insights that optimize our content strategy
6. Participate in team meetings and brainstorming sessions to generate new content ideas and strategies
7. Work as a teaching assistant for live sessions hosted on the weekends|Python|Video Editing|SQL|Machine Learning|Video Making|R Programming|Deep Learning|+1 more|1 week ago",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-accredian1769661391,"₹ 10,000 - 15,000",6 Months,12500.0,Data Science & AI,True
Data Scientist,Maxgen Technologies Private Limited,Pune,"Data Scientist|Maxgen Technologies Private Limited|Actively hiring|Pune|₹ 5,000 - 12,000 /month|3 Months|As a Data Scientist intern at Maxgen Technologies Private Limited, you will have the opportunity to work on cutting-edge projects and gain valuable hands-on experience in the field of data science. Your role will involve utilizing your knowledge of data science, Python, Natural Language Processing (NLP), and Deep Learning to contribute to various initiatives within the company. 

Key Responsibilities:
1. Collaborate with the data science team to analyze and interpret complex data sets.
2. Develop and implement machine learning algorithms to solve business problems.
3. Conduct research on new techniques and methodologies in data science.
4. Assist in the creation of data visualization tools and dashboards to communicate findings.
5. Support the deployment and maintenance of data models in production environments.
6. Participate in team meetings and contribute ideas for improving data science processes.
7. Learn and grow your skills through mentorship and training opportunities provided by experienced professionals in the field. 

If you are passionate about data science and eager to expand your knowledge in a dynamic and innovative environment, this internship is the perfect opportunity for you to kickstart your career in the industry. Join us at Maxgen Technologies and be part of a team that is shaping the future of technology through data-driven insights.|Python|Data Science|Natural Language Processing (NLP)|Deep Learning|1 week ago|Part time",https://internshala.com/internship/detail/data-scientist-internship-in-pune-at-maxgen-technologies-private-limited1769619550,"₹ 5,000 - 12,000",3 Months,8500.0,Data Science & AI,False
Data Analytics,SuperTails,Bangalore,"Data Analytics|SuperTails|Actively hiring|Bangalore|₹ 15,000 /month|6 Months|1. Collect, process, and analyze large datasets using advanced Excel techniques
2. Develop and maintain complex Excel spreadsheets, including the use of advanced Excel formulas
3. Prepare and present detailed reports and dashboards to stakeholders in Excel
4. Stay updated on industry trends and best practices in data analysis and reporting using Excel|Python|SQL|Data Analytics|MS-Excel|Advanced Excel|1 week ago",https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-supertails1769612890,"₹ 15,000",6 Months,15000.0,Data Science & AI,False
Data Analytics,Cloudlead Technologies Private Limited,Pune,"Data Analytics|Cloudlead Technologies Private Limited|Actively hiring|Pune|₹ 5,000 /month|3 Months|1. Learning development in Python and running scripts in Python, Shell, PHP, etc. to structure & organize data
2. Learning Mongo DB, MySQL, etc. to perform different query operations
3. Getting trained on Web Scraping/Data mining code development
4.Working on automation testing, Executing queries to convert data into meaningful information
5. Working on data files & analyzing results in Ms-Excel
6. Running validation script in R, Tableau, and Python for manual or automation testing
7. Capturing, analyzing & processing data related to the assignments
8. Learning Linux as a system admin to set up servers

Requirements: 

1. Immediate joiners only
2. Prefer if you have done a data science course

Working hours- 10:00 am to 7:00 pm, Monday to Friday (2nd/4th Saturdays off)
Location- Warje, Pune|Python|MongoDB|MS-Excel|1 week ago",https://internshala.com/internship/detail/data-analytics-internship-in-pune-at-cloudlead-technologies-private-limited1769604887,"₹ 5,000",3 Months,5000.0,Data Science & AI,False
Artificial Intelligence (AI),Unessa Foundation,Work from home,"Artificial Intelligence (AI)|Unessa Foundation|Actively hiring|Work from home|Unpaid|1 Month|As an AI intern at Unessa Foundation, you will have the opportunity to work on cutting-edge projects that aim to utilize artificial intelligence and machine learning to make a positive impact on society. Your responsibilities will include:

1. Collaborating with the AI team to develop and implement machine learning algorithms.
2. Conducting research on new AI technologies and trends in the industry.
3. Assisting in data collection, cleaning, and preprocessing for AI models.
4. Evaluating the performance of AI models and making recommendations for improvements.
5. Participating in brainstorming sessions to generate innovative ideas for AI applications.
6. Presenting findings and progress updates to the team and stakeholders.
7. Contributing to the development of AI solutions that address real-world challenges faced by the community.

If you are passionate about AI, eager to learn, and ready to make a difference, this internship is the perfect opportunity for you to gain hands-on experience in the field of artificial intelligence. Join us at Unessa Foundation and be a part of our mission to harness the power of AI for social good.|Machine Learning|1 week ago|Part time",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-unessa-foundation1769599963,Unpaid,1 Month,0.0,Data Science & AI,True
Data Analytics,ShipHaven,Work from home,"Data Analytics|ShipHaven|Actively hiring|Work from home|₹ 4,500 - 7,000 /month|2 Months|1. Working on organizing data from CSV
2. Using formulas such as lookup, pivot, and charts for data presentation
3. Assisting in business tasks and back-end operations
4. Creating and maintaining Power BI dashboards
5. Intensive research and development in the logistics field|Python|SQL|MS-Excel|Data Science|Advanced Excel|Power BI|Effective Communication|+1 more|1 week ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-data-analytics-internship-at-shiphaven1769596559,"₹ 4,500 - 7,000",2 Months,5750.0,Data Science & AI,True
Unknown,Unknown,Remote,"Get hired in  Data Science|4.5|Online Placement Course with AI|Highest salary offered: ₹9 LPA|Learn from industry experts of Paypal, Indigo & more|Skills you will learn|Python|Data Analysis|Machine Learning|and more|Course fees|(refundable if not placed)|₹34999|₹40000|Apply now",,₹9,N/A,9.0,Other,False
Growth- Performance Marketing,Nitin Choudhary,Gurgaon,"Growth- Performance Marketing|Nitin Choudhary|Actively hiring|Gurgaon|₹ 25,000 /month|6 Months|A. Campaign Strategy and Execution
1. Assist in designing, launching, and optimizing performance marketing campaigns across platforms like Google Ads, Meta Ads, and LinkedIn.
2. Contribute to crafting ad copies, creatives, and targeted campaigns that drive measurable results.

B. Data Analysis and Optimization
1. Analyze campaign performance using tools such as Google Analytics, Appsfyer, Branch, MixPanel etc.
2. Generate actionable insights and implement optimization strategies to enhance ROI and engagement.

C. Reporting and Dashboard Management
1. Support the creation of automated reports and dashboards for internal and client use.
2. Monitor key metrics such as CTR, CAC, ROAS, and Conv rates, ensuring consistent improvement.|Google Analytics|Google AdWords|Facebook Ads|1 week ago|Job offer upto|₹ 6.5LPA|post internship",https://internshala.com/internship/detail/growth-performance-marketing-internship-in-gurgaon-at-nitin-choudhary1769593277,"₹ 25,000",6 Months,25000.0,Marketing & Growth,False
SEO Analyst,Nitin Choudhary,Gurgaon,"SEO Analyst|Nitin Choudhary|Actively hiring|Gurgaon|₹ 25,000 /month|6 Months|A. SEO Strategy & Execution
1. Plan, execute, and optimize on-page, off-page, and technical SEO strategies.
2. Conduct keyword research, clustering, and mapping to improve organic visibility.
3. Optimize website content, metadata, internal linking, and URL structures.

B. Technical SEO & Website Optimization
1. Identify and resolve technical SEO issues including crawlability, indexing, Core Web Vitals, and page speed.
2. Perform regular SEO audits using tools like Screaming Frog, Ahrefs, SEMrush, or similar platforms.
3. Support schema implementation and SEO best practices for scalable growth.

C. Performance Analysis & Optimization
1. Track and analyze organic performance using Google Analytics and Google Search Console
2. Monitor KPIs such as organic traffic, keyword rankings, CTR, impressions, and conversions.
3. Translate data insights into actionable optimization strategies.

D. Reporting & Collaboration
1. Create SEO performance reports and dashboards for internal and client stakeholders.
2. Collaborate with content, design, development, and performance marketing teams to align SEO goals with business objectives.

E. Market & Competitor Research
1. Conduct competitor analysis, backlink research, and content gap analysis.
2. Identify search trends and growth opportunities across industries and client verticals|Search Engine Optimization (SEO)|1 week ago|Job offer upto|₹ 6LPA|post internship",https://internshala.com/internship/detail/seo-analyst-internship-in-gurgaon-at-nitin-choudhary1769593184,"₹ 25,000",6 Months,25000.0,Data Science & AI,False
AI Agent Development,MUHAMMED MUBASHIR,"Hyderabad, Secunderabad, Kondapur, Miyapur(Hybrid)","AI Agent Development|MUHAMMED MUBASHIR|Hyderabad, Secunderabad, Kondapur, Miyapur|(Hybrid)|₹ 2,000 - 4,000 /month|3 Months|I am building a new online venture focused on AI systems, productivity tools, and business automation. I am looking for an intern who can guide + mentor + execute,
someone who understands startups, AI tools, systems building, and strategy. This role is ideal for someone who enjoys working closely with a founder, shaping ideas, creating systems, and helping convert a concept into a fully functioning business.



1. Structuring the business idea into a clear model
2. Designing workflows, systems, and online processes
3. Assisting with go-to-market planning
4. Identifying opportunities for automation and growth
5. Helping create AI-powered workflows and automation setups
6. Using tools like Notion, Zapier, Airtable, GPT automation, etc.
7. Recommending tools and building internal productivity systems
8. Offering strategic input and direction
9. Helping plan execution steps and priorities
10. Providing weekly guidance sessions
11. Creating documentation and business plans.
12. Supporting product development steps.|Leadership|Python|Mentorship|Business Development|Artificial intelligence|Claude|LLMOps|+1 more|1 week ago|Part time",https://internshala.com/internship/detail/part-time-ai-agent-development-internship-in-multiple-locations-at-muhammed-mubashir1769586337,"₹ 2,000 - 4,000",3 Months,3000.0,Data Science & AI,False
Machine Learning (Modeling + Evaluation),Primetrade.ai,Work from home,"Machine Learning (Modeling + Evaluation)|Primetrade.ai|Actively hiring|Work from home|₹ 10,000 - 15,000 /month|3 Months|1. Train baseline ML models on structured datasets.
2. Build an evaluation pipeline and report metrics clearly.
3. Implement feature engineering and compare baselines.
4. Avoid leakage and document assumptions.
5. Collaborate via GitHub and write reproducible code.|Python|Statistical Modeling|Git|Machine Learning|GitHub|scikit-learn|Feature Engineering|+2 more|1 week ago",https://internshala.com/internship/detail/work-from-home-machine-learning-modeling-evaluation-internship-at-primetradeai1769586114,"₹ 10,000 - 15,000",3 Months,12500.0,Data Science & AI,True
MLOps Engineering (Repro + Deployment),Primetrade.ai,Work from home,"MLOps Engineering (Repro + Deployment)|Primetrade.ai|Actively hiring|Work from home|₹ 10,000 - 15,000 /month|3 Months|1. Package AI/ML prototypes into reproducible runs (configs, envs).
2. Build simple batch/inference scripts with metrics JSON outputs.
3. Add CI basics (lint/tests) and Dockerize where needed.
4. Track experiments and outputs consistently.
5. Improve reliability (timeouts, retries, graceful failure).|Python|Linux|Software Testing|Logical reasoning|Machine Learning|Docker|GitHub|+1 more|1 week ago",https://internshala.com/internship/detail/work-from-home-mlops-engineering-repro-deployment-internship-at-primetradeai1769585334,"₹ 10,000 - 15,000",3 Months,12500.0,Data Science & AI,True
Data scrapping,VSAT Analytics Private Limited,Work from home,"Data scrapping|VSAT Analytics Private Limited|Actively hiring|Work from home|₹ 4,000 - 5,000 /month|3 Months|1. Assist in data research & web data extraction, including Collecting event/exhibition data.
2.Extracting company details from websites.
3.Organizing data into Excel/Google Sheet
4. Collaborate on improving workflows using AI tools|Video Editing|Artificial intelligence|Data Extraction|Capcut|AI Voiceover|1 week ago",https://internshala.com/internship/detail/work-from-home-video-editing-internship-at-vsat-analytics-private-limited1769580183,"₹ 4,000 - 5,000",3 Months,4500.0,Data Science & AI,True
AI Audio Recorder,Samaadhaan,Work from home,"AI Audio Recorder|Samaadhaan|Actively hiring|Work from home|₹ 10,000 - 12,000 /month|1 Month|1. Participate in two-way conversational voice recordings
2. Record natural, clear conversations based on provided topics or prompts
3. Each speaker records their own voice separately
4. Upload recordings through a secure online platform (tool will be provided)
5. Strictly follow audio quality and recording guidelines|Telugu Proficiency (Spoken)|Tamil Proficiency (Spoken)|Kannada Proficiency (Spoken)|Malayalam Proficiency (Spoken)|Punjabi Proficiency (Spoken)|Urdu Proficiency(Spoken)|Marathi Proficiency(Spoken)|+1 more|1 week ago",https://internshala.com/internship/detail/work-from-home-ai-audio-recorder-internship-at-samaadhaan1769579986,"₹ 10,000 - 12,000",1 Month,11000.0,Data Science & AI,True
AI/ML Computer Vision (Sports Analytics),Sujith Kumar Gundala,Work from home,"AI/ML Computer Vision (Sports Analytics)|Sujith Kumar Gundala|Actively hiring|Work from home|₹ 12,000 - 15,000 /month|3 Months|1. Build and improve video processing pipelines
2. Work on pose estimation and key point detection with skeleton overlays
3. Fine-tune pre-trained deep learning models (e.g., RTMPose) on cricket-specific data
4. Derive biomechanics metrics from pose data
5. Help move models from prototype → real-world usable systems|Machine Learning|Computer Vision|Model fine-tuning|1 week ago",https://internshala.com/internship/detail/work-from-home-ai-ml-computer-vision-sports-analytics-internship-at-sujith-kumar-gundala1769579062,"₹ 12,000 - 15,000",3 Months,13500.0,Data Science & AI,True
N8N Development,"Learnmind (Dubaimarina, United Arab Emirates)",Work from home,"N8N Development|Learnmind (Dubaimarina, United Arab Emirates)|Actively hiring|Work from home|₹ 1,10,000 - 10,20,000 /month|6 Months|1. Build and maintain automation workflows using n8n for luxury service businesses, including aesthetic clinics, beauty salons, and premium real estate agencies
2. Develop and optimize WhatsApp Business API integrations and Instagram/Facebook automation systems that enhance client relationship management
3. Test, debug, and document AI-powered automation sequences while collaborating directly with the founder on client projects
4. Research and implement emerging AI tools to expand service capabilities for high-touch luxury market applications|Claude|1 week ago|International",https://internshala.com/internship/detail/work-from-home-n8n-development-internship-at-learnmind1769576371,"₹ 1,10,000 - 10,20,000",6 Months,565000.0,Other,True
Technical Content Writer,Mem0 AI,Work from home,"Technical Content Writer|Mem0 AI|Actively hiring|Work from home|₹ 22,000 - 33,000 /month|3 Months|1. Create blog posts and tutorials on AI memory systems, agents, and LLM applications
2. Write technical documentation for the Mem0 product features and API integrations
3. Develop SEO-optimized content targeting developer audiences and AI enthusiasts|Python|Technical Writing|Artificial intelligence|Generative AI Tools|Claude|Gemini|Cursor (GenAI)|1 week ago|Job offer upto|₹ 6.5LPA|post internship",https://internshala.com/internship/detail/work-from-home-technical-content-writer-internship-at-mem0-ai1769574834,"₹ 22,000 - 33,000",3 Months,27500.0,Marketing & Growth,True
AI Agent Development,Awwgment,Gurgaon,"AI Agent Development|Awwgment|Actively hiring|Gurgaon|₹ 15,000 /month|6 Months|1. Research and experiment with Generative AI frameworks (LangChain, CrewAI, AutoGen, etc.).
2. Develop and implement AI-powered agents for automating tasks like code generation, testing, documentation, and troubleshooting.
3. Build backend services & APIs using Python (FastAPI) to integrate agent workflows.
4. Collaborate with the team to design and prototype end-to-end AI workflows 
5. Implement prompt engineering, fine-tuning, and retrieval-based techniques (RAG).
6. Document development steps, best practices, and learning outcomes.|Python|REST API|Transformers|FastAPI|APIs|OpenAI API|LangChain|+4 more|1 week ago",https://internshala.com/internship/detail/ai-agent-development-internship-in-gurgaon-at-awwgment1769516012,"₹ 15,000",6 Months,15000.0,Data Science & AI,False
Python Development,NearLaw,Mumbai,"Python Development|NearLaw|Actively hiring|Mumbai|₹ 10,001 - 12,001 /month|6 Months|1. Develop and maintain data pipelines using Python within a DevOps environment.
2. Work with Python open-source libraries such as NLTK, scikit-learn, and related ecosystems for data processing and analysis.
3. Effectively prompt and use popular LLM models for code generation, code review, documentation, and refactoring tasks.
4. Regularly use GitHub or other Git-based repositories with a solid understanding of source control, versioning, branching, and commits.
5. Understand and handle data ingestion, storage, and retrieval from vector databases such as Milvus, Cassandra, or similar systems.
6. Apply architectural patterns like MVC (Model–View–Controller) for developing scalable full-stack Python applications.
7. Understand and adapt emerging protocols such as Model Context Protocol (MCP) to enable structured data ingestion and interaction with LLM models.|Python|Algorithms|Data Structures|MongoDB|Apache Cassandra|Model View Controller(MVC)|Natural Language Processing (NLP)|+5 more|1 week ago",https://internshala.com/internship/detail/python-development-internship-in-mumbai-at-nearlaw1769512465,"₹ 10,001 - 12,001",6 Months,11001.0,Web/Software Dev,False
Business Research,Yangpoo University Partners,Mumbai,"Business Research|Yangpoo University Partners|Mumbai|₹ 7,000 - 10,000 /month|1 Month|Yangpoo University Partners is looking for a Research Intern to support strategic research and analysis in the Indian higher education landscape. The intern will work closely with senior team members to study market trends, segment institutions, and identify key stakeholders and potential clients.
 
Selected intern’s day-to-day responsibilities include: 

1. Conduct in-depth research on the Indian higher education landscape, including universities, colleges, edtech players, and regulatory bodies
2. Analyze market segmentation based on institution type, geography, size, programs, and ownership
3. Identify and map potential clients, partners, and stakeholders within the higher education ecosystem
4. Collect, organize, and analyze data using Excel and other analytical tools
5. Prepare research reports, dashboards, and presentations with actionable insights
6. Track industry trends, policy updates, and competitive developments
7. Support ad-hoc strategic projects and leadership¯ requirements.|Social Media Marketing|MS-Office|MS-Word|MS-PowerPoint|Digital Marketing|Market Analysis|MS-Excel|+5 more|1 week ago",https://internshala.com/internship/detail/business-research-internship-in-mumbai-at-yangpoo-university-partners1769511692,"₹ 7,000 - 10,000",1 Month,8500.0,Other,False
Artificial Intelligence (AI),Prolegion Private Limited,Noida,"Artificial Intelligence (AI)|Prolegion Private Limited|Actively hiring|Noida|₹ 25,000 - 50,000 /month|6 Months|Job Location: [On-site]
 Duration: [6-12 Months]
 Internship Type: Paid 

Job Description:
We are looking for a highly motivated AI / Generative AI Engineer Intern who is passionate about Artificial Intelligence, Machine Learning, and Large Language Models (LLMs). The intern will work closely with our tech team to build, test, and optimize AI-powered solutions.
This internship offers hands-on exposure to real-world AI/GenAI applications and an opportunity to learn cutting-edge technologies.

Key Responsibilities:
Assist in developing and deploying AI & Generative AI models
Work with LLMs (e.g., GPT, LLaMA, Claude) for text generation and automation tasks
Support in building chatbots, AI assistants, and prompt engineering solutions
Perform data cleaning, preprocessing, and model evaluation
Collaborate with developers and product teams to integrate AI features
Document workflows, models, and experiment results

Required Skills & Qualifications:
Pursuing or recently completed a degree in Computer Science, AI, ML, Data Science, or related field
Basic understanding of Machine Learning & Deep Learning concepts
Knowledge of Python (mandatory)
Familiarity with NLP concepts and Generative AI
Basic experience with TensorFlow / PyTorch (preferred)
Understanding of APIs and model integration
Preferred Skills (Good to Have):
Experience with OpenAI API / Hugging Face
Knowledge of prompt engineering
Familiarity with vector databases (FAISS, Pinecone, etc.)
Basic knowledge of cloud platforms (AWS, GCP, Azure)
Git/GitHub version control
What You’ll Gain:
Hands-on experience with real AI & GenAI projects
Mentorship from experienced AI professionals
Exposure to industry-standard tools and practices
Internship certificate & performance-based full-time opportunity (if applicable)|Machine Learning|Artificial intelligence|1 week ago",https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-noida-at-prolegion-private-limited1769511418,"₹ 25,000 - 50,000",6 Months,37500.0,Data Science & AI,False
Analytics (Automation + Reporting),Primetrade.ai,Work from home,"Analytics (Automation + Reporting)|Primetrade.ai|Actively hiring|Work from home|₹ 10,000 - 15,000 /month|3 Months|1. Build Python scripts to collect data from APIs/CSV and produce clean datasets (JSON/CSV).
2. Generate KPI reports (PnL, win rate, drawdown, funnel metrics) in a structured format.
3. Validate data quality (missing values, duplicates, outliers) and log anomalies.
4. Create weekly summaries and concise insights (1–2 page max).
5. Maintain reproducible workflows (CLI + requirements + README).|Python|SQL|Statistics|Automation|GitHub|REST API|Data Analysis|+2 more|1 week ago",https://internshala.com/internship/detail/work-from-home-analytics-automation-reporting-internship-at-primetradeai1769511355,"₹ 10,000 - 15,000",3 Months,12500.0,Data Science & AI,True
Digital Marketing,Mrida,"Ahmedabad, Mehsana, Surat, Anand, Vadodara, Gujarat(Hybrid)","Digital Marketing|Mrida|Ahmedabad, Mehsana, Surat, Anand, Vadodara, Gujarat|(Hybrid)|₹ 2,000 - 3,500 /month|2 Months|Selected intern’s day-to-day responsibilities include:

1. Supporting digital marketing activities across online platforms using established strategies and tools.
2. Executing and assisting in social media marketing initiatives to improve reach, engagement, and brand visibility.
3. Using Google Analytics to track performance metrics, analyze user behavior, and support data-driven marketing decisions.|Social Media Marketing|Google Analytics|Search Engine Marketing (SEM)|Digital Marketing|1 week ago|Part time",https://internshala.com/internship/detail/part-time-digital-marketing-internship-in-multiple-locations-at-mrida1769510896,"₹ 2,000 - 3,500",2 Months,2750.0,Marketing & Growth,False
AI Agent Development,Primetrade.ai,Work from home,"AI Agent Development|Primetrade.ai|Actively hiring|Work from home|₹ 10,000 /month|6 Months|1. Build tool-using agent workflows (plan → tool calls → structured output).
2. Implement tool wrappers (APIs/parsers) with retries, timeouts, validation, and logging.
3. Enforce JSON schema outputs and add guardrails against unsafe/invalid results.
4. Create a mini test harness (10 test prompts) and track pass/fail.
5. Collaborate via GitHub PRs and document agent behavior clearly.|Python|Software Testing|1 week ago|Job offer starting|₹ 3LPA|post internship",https://internshala.com/internship/detail/work-from-home-ai-agent-development-internship-at-primetradeai1769509984,"₹ 10,000",6 Months,10000.0,Data Science & AI,True
Artificial Intelligence (AI),Primetrade.ai,Work from home,"Artificial Intelligence (AI)|Primetrade.ai|Actively hiring|Work from home|₹ 10,000 /month|6 Months|1. Prototype AI features (summarization/extraction/classification) with strict JSON outputs.
2. Build small evaluation sets and track quality + latency results.
3. Create simple CLI tools for running AI prototypes with logging and error handling.
4. Implement basic RAG workflows (optional) and document improvements.
5. Collaborate on GitHub via PRs and maintain clean README/run steps.|Python|Machine Learning|Natural Language Processing (NLP)|Artificial intelligence|Hugging Face|1 week ago|Job offer starting|₹ 3LPA|post internship",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-primetradeai1769506513,"₹ 10,000",6 Months,10000.0,Data Science & AI,True
Search Engine Optimization (SEO),Knowlett Learning,Noida,"Search Engine Optimization (SEO)|Knowlett Learning|Noida|₹ 5,000 - 8,000 /month|3 Months|As a search engine optimization (SEO) intern at Knowlett Learning, you will have the exciting opportunity to apply your knowledge of SEO, digital marketing, Google Search Console, and Google Analytics to help drive organic traffic and increase online visibility for our educational platform. 



1. Conduct keyword research and analysis to identify opportunities for content optimization
2. Optimize website content and metadata for search engines to improve rankings
3. Monitor and report on website performance using Google Analytics and other SEO tools
4. Assist in developing and implementing link-building strategies to enhance domain authority
5. Collaborate with the marketing team to create and optimize landing pages and ad campaigns
6. Stay current on industry trends and algorithm updates to recommend best practices
7. Provide insights and recommendations for continuous SEO improvement across all digital platforms

If you are a passionate and driven individual looking to gain hands-on experience in the ever-evolving field of SEO, apply now to join our dynamic team at Knowlett Learning!|Google Analytics|Digital Marketing|Search Engine Optimization (SEO)|Google Search Console|1 week ago",https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-noida-at-knowlett-learning1769505487,"₹ 5,000 - 8,000",3 Months,6500.0,Marketing & Growth,False
Football Game Analyst,StatMagic Sports LLP,Bangalore,"Football Game Analyst|StatMagic Sports LLP|Bangalore|₹ 4,000 - 5,000 /month|3 Months|1. Analyse football games using our tools
2. Guide us on new features to build|Computer skills|1 week ago",https://internshala.com/internship/detail/football-game-analyst-internship-in-bangalore-at-statmagic-sports-llp1769500369,"₹ 4,000 - 5,000",3 Months,4500.0,Data Science & AI,False
Artificial Intelligence (AI),Innoknowvex,Work from home,"Artificial Intelligence (AI)|Innoknowvex|Actively hiring|Work from home|₹ 3,000 - 20,000 /month|2 Months|A. Data collection & preparation:
1. Collect datasets from internal systems, APIs, or public sources.
2. Clean, preprocess, and normalize data for training AI models.
3. Handle missing values, outliers, and categorical data

B. Research & exploration:
1. Explore datasets to identify patterns and insights.
2. Conduct literature reviews on AI techniques relevant to the project.
3. Understand business problems and define AI solutions.

C. Model development & training:
1. Assist in building AI/ML/DL models using frameworks like TensorFlow, PyTorch, or Keras.
2. Experiment with different algorithms (neural networks, NLP models, computer vision models, reinforcement learning, etc.).
3. Train models on datasets and optimize hyperparameters for better performance.

D. Model evaluation:
1. Test models using validation and test datasets.
2. Evaluate performance with metrics like accuracy, precision, recall, F1-score, ROC-AUC, or MSE.
3. Compare multiple models to select the best-performing one.
4. Deployment & Integration Support
5. Assist in deploying AI models for practical applications (chatbots, predictive systems, recommendation engines).
6. Monitor model performance and suggest improvements.
7. Document deployment workflows for team reference.|Algorithms|Data Structures|Machine Learning|scikit-learn|Deep Learning|TensorFlow|Artificial intelligence|+3 more|1 week ago",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-innoknowvex1769498227,"₹ 3,000 - 20,000",2 Months,11500.0,Data Science & AI,True
